territoryId;Name;Type;Controller;IPC;IsCapital;CapitalOf;VictoryCity;Map;MainCapital;Army (nutrales);Continent;Territories owner;Infantry;Artillery;Mechanized Infantry;Tank;AAA;Fighter;Tactical Bomber;Strategic Bomber;Battleship;Aircraft Carrier;Cruiser;Destroyer;Submarine;Transport;Minor Industrial Complex;Major Industrial Complex;Air Base;Naval Base;Globale Rules;Army in other terretory;startingUnits;adjacentterritory;capital;neutralType;originalOwner;neighbors
europe-karelia;Karelia;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Finland;Novgorod (Leningrad);Archangel;115
europe-vyborg;Vyborg;Territory;Soviet Union;0;No;;No;Europe;;;Russia;Soviet Union;3;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 3}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Finland;Karelia;Novgorod (Leningrad);114
europe-baltic-states;Baltic States;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;3;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 3}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Germany (Berlin);Poland (Warsava);Novgorod (Leningrad);Belarus;113;114
europe-novgorod-leningrad;Novgorod (Leningrad);Territory;Soviet Union;2;Yes;Soviet Union;Yes;Europe;;;Russia;Soviet Union;6;1;;;2;1;;;;;;;;;1;;1;1;;;"[{""nation"": ""Soviet Union"", ""infantry"": 6, ""artillery"": 1, ""aaa"": 2, ""fighter"": 1}]";;"{""isCapital"": true, ""type"": ""regional"", ""capitalOf"": ""Soviet Union""}";none;Soviet Union;Karelia;Vyborg;Archangel;Belarus;Baltic States;Russia (Moscow)
europe-belarus;Belarus;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Novgorod (Leningrad);Baltic States;Poland (Warsava);Eastern Poland;Smolensk;Western Ukraine
europe-eastern-poland;Eastern Poland;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Poland (Warsava);Belarus;Smolensk;Western Ukraine;Slovakia/Hungary
europe-western-ukraine;Western Ukraine;Territory;Soviet Union;2;No;;No;Europe;;;Russia;Soviet Union;1;1;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 1, ""artillery"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Eastern Poland;Smolensk;Bryansk;Ukraine;Belarus;Romania
europe-bessarabia;Bessarabia;Territory;Soviet Union;0;No;;No;Europe;;;Russia;Soviet Union;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Romania;Western Ukraine;Ukraine
europe-ukraine;Ukraine;Territory;Soviet Union;2;No;;No;Europe;;;Russia;Soviet Union;3;;;;;;;;;;;;;;1;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 3}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Western Ukraine;Bryansk;Rostov;Bessarabia;Romania
europe-archangel;Archangel;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Novgorod (Leningrad);Karelia;Vologda;127
europe-smolensk;Smolensk;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Russia (Moscow);Bryansk;Belarus;Eastern Poland
europe-bryansk;Bryansk;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Russia (Moscow);Smolensk;Ukraine;Western Ukraine
europe-rostov;Rostov;Territory;Soviet Union;2;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Ukraine;Volgograd;Caucasus
europe-caucasus;Caucasus;Territory;Soviet Union;2;No;;No;Europe;;;Russia;Soviet Union;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Rostov;Tamboc;Kazakhstan;99;100
europe-volgograd;Volgograd;Territory;Soviet Union;2;Yes;Russia;Yes;Europe;;;Russia;Soviet Union;;;1;1;;;;;;;;;;;1;;;;;;"[{""nation"": ""Soviet Union"", ""mechanizedinfantry"": 1, ""tank"": 1}]";;"{""isCapital"": true, ""type"": ""regional"", ""capitalOf"": ""Russia""}";none;Soviet Union;Russia (Moscow);Rostov;Samara;Kazakhstan
europe-tamboc;Tamboc;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Caucasus;Kazakhstan;Samara;Russia (Moscow)
europe-russia-moscow;Russia (Moscow);Territory;Soviet Union;3;Yes;Russia;Yes;Europe;Yes;;Russia;Soviet Union;1;1;1;1;2;1;1;;;;;;;;;1;1;;;;"[{""nation"": ""Soviet Union"", ""infantry"": 1, ""artillery"": 1, ""mechanizedinfantry"": 1, ""tank"": 1, ""aaa"": 2, ""fighter"": 1, ""tacticalbomber"": 1}]";;"{""isCapital"": true, ""type"": ""main"", ""capitalOf"": ""Russia""}";none;Soviet Union;Novgorod (Leningrad);Smolensk;Bryansk;Volgograd;Samara;Vologda;Archangel
europe-vologda;Vologda;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Archangel;Russia (Moscow);Urals
europe-turkmenistan;Turkmenistan;Territory;Soviet Union;0;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Kazakhstan;Novosibirsk;Afghanistan;Northwest Persia;Persia
europe-kazakhstan;Kazakhstan;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Volgograd;Samara;Urals;Novosibirsk;Turkmenistan;Caucasus
europe-samara;Samara;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Russia (Moscow);Volgograd;Urals;Kazakhstan
europe-novosibirsk;Novosibirsk;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Urals;Samara;Kazakhstan;Turkmenistan
europe-urals;Urals;Territory;Soviet Union;1;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Vologda;Samara;Novosibirsk;Nenetsia
europe-nenetsia;Nenetsia;Territory;Soviet Union;0;No;;No;Europe;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Archangel;Vologda;Urals;127
pacific-evenkiyskiy;Evenkiyskiy;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Siberia;Yakut S.S.R.;Timguska
pacific-timguska;Timguska;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Evenkiyskiy;Yenisey
pacific-yenisey;Yenisey;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Yakut S.S.R.;Timguska
pacific-yakut-ssr;Yakut S.S.R.;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Siberia;Sakha;Evenkiyskiy;Yenisey
pacific-buryatia;Buryatia;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;6;;;;;;;;;;;;;;;;;;Yes;;"[{""nation"": ""Soviet Union"", ""infantry"": 6}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Amur;Sakha;Ulaanbaatar;Manchuria
pacific-sakha;Sakha;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;6;;;;;;;;;;;;;;;;;;Yes;;"[{""nation"": ""Soviet Union"", ""infantry"": 6}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Siberia;Yakut S.S.R.;Amur;Buryatia
pacific-siberia;Siberia;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Soviet Far East;Yakut S.S.R.;Amur;Evenkiyskiy
pacific-soviet-far-east;Soviet Far East;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Soviet Union""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Siberia;Amur;4;5
pacific-amur;Amur;Territory;Soviet Union;1;No;;No;Pacific;;;Russia;Soviet Union;6;;;;;;;;;;;;;;;;;;Yes;;"[{""nation"": ""Soviet Union"", ""infantry"": 6}]";;"{""isCapital"": false, ""type"": ""none""}";none;Soviet Union;Soviet Far East;Manchuria;Sakha;Buryatia
pacific-olgiy;Olgiy;Territory;Monglia;2;No;;No;Pacific;;;Asia;Monglia;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral - Monglia""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Central Mongolia;Tsagaan-Olom;Dzavhan
pacific-dzavhan;Dzavhan;Territory;Monglia;1;No;;No;Pacific;;;Asia;Monglia;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral - Monglia""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Tsagaan-Olom;Olgiy
pacific-ulaanbaatar;Ulaanbaatar;Territory;Monglia;1;No;;No;Pacific;;;Asia;Monglia;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral - Monglia""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Chahar;Suiyuan;Tsagaan-Olom;Central Mongolia;Buyant.Uhaa;Buryatia
pacific-tsagaan-olom;Tsagaan-Olom;Territory;Monglia;0;No;;No;Pacific;;;Asia;Monglia;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral - Monglia""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Ulaanbaatar;Central Mongolia;Olgiy;Dzavhan
pacific-central-mongolia;Central Mongolia;Territory;Monglia;0;No;;No;Pacific;;;Asia;Monglia;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral - Monglia""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Ulaanbaatar;Buyant.Uhaa;Olgiy;Tsagaan-Olom
pacific-buyantuhaa;Buyant.Uhaa;Territory;Monglia;2;No;;No;Pacific;;;Asia;Monglia;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Neutral - Monglia""}]";;"{""isCapital"": false, ""type"": ""none""}";other;Neutral;Ulaanbaatar;Central Mongolia;Buryatia
pacific-kansu;Kansu;Territory;China;1;No;;No;Pacific;;;Asia;China;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China""}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Suiyuan;Shensi;Tsinghai;Szechwan
pacific-tsinghai;Tsinghai;Territory;China;1;No;;No;Pacific;;;Asia;China;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China""}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Kansu;Szechwan;Sikang
pacific-sikang;Sikang;Territory;China;1;No;;No;Pacific;;;Asia;China;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China""}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Tsinghai;Szechwan;Yunnan
pacific-suiyuan;Suiyuan;Territory;China;1;No;;No;Pacific;;;Asia;China;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Chahar;Hopei;Shensi;Kansu;Ulaanbaatar
pacific-shensi;Shensi;Territory;China;1;No;;No;Pacific;;;Asia;China;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Hopei;Suiyuan;Kansu;Szechwan;Anhwe
pacific-szechwan;Szechwan;Territory;China;1;No;;No;Pacific;;;Asia;China;6;;;;;1;;;;;;;;;;;;;;;"[{""nation"": ""China"", ""infantry"": 6, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Shensi;Kansu;Tsinghai;Sikang;Kweichow;Anhwe
pacific-chahar;Chahar;Territory;China;1;No;;No;Pacific;;;Asia;China;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China""}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Jehol;Manchuria;Hopei;Suiyuan;Ulaanbaatar
pacific-hopei;Hopei;Territory;China;1;No;;No;Pacific;;;Asia;China;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China""}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Manchuria;Jehol;Chahar;Shantung;Shensi
pacific-kweichow;Kweichow;Territory;China;1;No;;No;Pacific;;;Asia;China;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Szechwan;Kiangsi;Hunan;Kwangsi;Yunnan
pacific-yunnan;Yunnan;Territory;China;1;No;;No;Pacific;;;Asia;China;4;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China"", ""infantry"": 4}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Szechwan;Sikang;Kweichow;Kwangsi;Kwangtung (Hong Kong);Shan State;Burma
pacific-anhwe;Anhwe;Territory;China;1;No;;No;Pacific;;;Asia;China;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China""}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Shantung;Hopei;Shensi;Szechwan;Kiangsi;Kiangsu (Shanghai)
pacific-hunan;Hunan;Territory;China;1;No;;No;Pacific;;;Asia;China;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""China"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Kiangsi;Anhwe;Kweichow;Kwangsi;Kwangtung (Hong Kong)
pacific-kwangsi;Kwangsi;Territory;Japan;1;No;;No;Pacific;;;Asia;China;;;;;;;;;;;;;;;;;;;;Japan;"[{""nation"": ""China""}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Hunan;Kweichow;Yunnan;Kwangtung (Hong Kong);French Indo China
pacific-manchuria;Manchuria;Territory;Japan;3;No;;No;Pacific;;;Asia;China;6;1;1;;1;2;2;;;;;;;;;;;;;Japan;"[{""nation"": ""China"", ""infantry"": 6, ""artillery"": 1, ""mechanizedinfantry"": 1, ""aaa"": 1, ""fighter"": 2, ""tacticalbomber"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Korea;Amur;Jehol;Chahar;Hopei;Shantung;5
pacific-jehol;Jehol;Territory;Japan;1;No;;No;Pacific;;;Asia;China;2;1;;;;;;;;;;;;;;;;;;Japan;"[{""nation"": ""China"", ""infantry"": 2, ""artillery"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Manchuria;Korea;Chahar
pacific-shantung;Shantung;Territory;Japan;2;No;;No;Pacific;;;Asia;China;3;1;;;;;;;;;;;;;;;;;;Japan;"[{""nation"": ""China"", ""infantry"": 3, ""artillery"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Manchuria;Hopei;Kiangsu (Shanghai);5
pacific-kiangsi;Kiangsi;Territory;Japan;1;No;;No;Pacific;;;Asia;China;3;1;;;;;;;;;;;;;;;;;;Japan;"[{""nation"": ""China"", ""infantry"": 3, ""artillery"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;China;Kiangsu (Shanghai);Anhwe;Hunan;Kwangtung (Hong Kong);Kweichow
pacific-kiangsu-shanghai;Kiangsu (Shanghai);Territory;Japan;3;Yes;;Yes;Pacific;;;Asia;China;3;1;;;;1;1;;;;;;;;;;;;;Japan;"[{""nation"": ""China"", ""infantry"": 3, ""artillery"": 1, ""fighter"": 1, ""tacticalbomber"": 1}]";;"{""isCapital"": true, ""type"": ""regional""}";none;China;Shantung;Anhwe;Kiangsi;Formosa;20
pacific-kwangtung-hong-kong;Kwangtung (Hong Kong);Territory;UK (Pacific);3;Yes;;Yes;Pacific;;;Asia;UK (Pacific);2;;;;;;;;;;;;;;;;;1;;;"[{""nation"": ""UK (Pacific)"", ""infantry"": 2}]";;"{""isCapital"": true, ""type"": ""regional""}";none;UK (Pacific);Kiangsi;Hunan;Kwangsi;Yunnan;French Indo China;20
pacific-okinawa;Okinawa;Territory;Japan;0;No;;No;Pacific;;;Asia;Japan;1;;;;;1;;;;;;;;;;;;;;;"[{""nation"": ""Japan"", ""infantry"": 1, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Japan;Korea;Japan (Tokyo);Formosa;19;20
pacific-formosa;Formosa;Territory;Japan;0;No;;No;Pacific;;;Asia;Japan;;;;;;1;;;;;;;;;;;;;;;"[{""nation"": ""Japan"", ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Japan;Okinawa;Kiangsu (Shanghai);Kwangtung (Hong Kong);20;21
pacific-korea;Korea;Territory;Japan;3;No;;No;Pacific;;;Asia;Japan;4;;;;;1;;;;;;;;;;;;;;;"[{""nation"": ""Japan"", ""infantry"": 4, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Japan;Japan (Tokyo);Manchuria;Jehol;5;19
pacific-french-indo-china;French Indo China;Territory;France;2;No;;No;Pacific;;;Asia;France;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""France""}]";;"{""isCapital"": false, ""type"": ""none""}";none;France;Philippine Islands (Manilla);Formosa;Kwangtung (Hong Kong);Siam;Burma;Malaya;36;37
pacific-siam;Siam;Territory;Japan;1;No;;No;Pacific;;;Asia;Japan;2;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Japan"", ""infantry"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;Japan;French Indo China;Burma;Malaya;36
pacific-malaya;Malaya;Territory;UK (Pacific);3;No;;No;Pacific;;;Asia;UK (Pacific);3;;;;;;;;;;;;;;;;;1;;;"[{""nation"": ""ANZAC"", ""infantry"": 1}, {""nation"": ""UK (Pacific)"", ""infantry"": 3}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Pacific);Siam;French Indo China;Sumatra;36;37
pacific-sumatra;Sumatra;Territory;Dutch;4;No;;No;Pacific;;;Asia;Dutch;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Dutch""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Dutch;Malaya;Java;Borneo;37;38;39;41
pacific-java;Java;Territory;Dutch;4;No;;No;Pacific;;;Asia;Dutch;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Dutch""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Dutch;Sumatra;Borneo;Celebes;41;42
pacific-borneo;Borneo;Territory;UK (Pacific);4;No;;No;Pacific;;;Asia;UK (Pacific);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Pacific)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Pacific);Philippine Islands (Manilla);Sumatra;Java;Celebes;Dutch New Guinea;36;37;41
pacific-celebes;Celebes;Territory;Dutch;3;No;;No;Pacific;;;Asia;Dutch;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Dutch""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Dutch;Java;Borneo;Dutch New Guinea;42;43;44
pacific-india-calcutta;India (Calcutta);Territory;UK (Pacific);3;Yes;UK (Pacific);Yes;Pacific;Yes;;Asia;UK (Pacific);6;1;;;3;1;1;;;;;;;;;1;1;1;;;"[{""nation"": ""UK (Pacific)"", ""infantry"": 6, ""artillery"": 1, ""aaa"": 3, ""fighter"": 1, ""tacticalbomber"": 1}]";;"{""isCapital"": true, ""type"": ""main"", ""capitalOf"": ""UK (Pacific)""}";none;UK (Pacific);Burma;Shan State;Ceylon;37;39
europe-west-india;West India;Territory;UK (Europe);2;No;;No;Europe;;;Asia;UK (Europe);1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Europe)"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Europe);Persia;Eastern Persia;Afghanistan;79
pacific-ceylon;Ceylon;Territory;UK (Pacific);0;No;;No;Pacific;;;Asia;UK (Pacific);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Pacific)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Pacific);India (Calcutta);38;39
pacific-burma;Burma;Territory;UK (Pacific);1;No;;No;Pacific;;;Asia;UK (Pacific);2;;;;;1;;;;;;;;;;;;;;;"[{""nation"": ""UK (Pacific)"", ""infantry"": 2, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Pacific);India (Calcutta);Shan State;French Indo China;Siam;37
pacific-shan-state;Shan State;Territory;UK (Pacific);1;No;;No;Pacific;;;Asia;UK (Pacific);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Pacific)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Pacific);Burma;French Indo China;Yunnan
pacific-paula-island;Paula island;Territory;Japan;0;No;;No;Pacific;;;Asia;Japan;1;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Japan"", ""infantry"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Japan;Philippine Islands (Manilla);Carolines Islands;35;36
pacific-carolines-islands;Carolines Islands;Territory;Japan;0;No;;No;Pacific;;;Asia;Japan;2;;;;1;;;;;;;;;;;;1;1;;;"[{""nation"": ""Japan"", ""infantry"": 2, ""aaa"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;Japan;Guam;Paula island;22;33;34
pacific-dutch-new-guinea;Dutch New Guinea;Territory;Dutch;0;No;;No;Pacific;;;Asia;Dutch;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Dutch""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Dutch;Borneo;Celebes;New Guinea;43;44;45
pacific-new-guinea;New Guinea;Territory;ANZAC;0;No;;No;Pacific;;;Asia;ANZAC;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""ANZAC""}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;Dutch New Guinea;Northern Territory;New Britain;45;46;47
pacific-new-britain;New Britain;Territory;ANZAC;0;No;;No;Pacific;;;Asia;ANZAC;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""ANZAC""}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;New Guinea;Solomon Islands;47;48
pacific-solomon-islands;Solomon Islands;Territory;ANZAC;0;No;;No;Pacific;;;Asia;ANZAC;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""ANZAC""}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;New Britain;New Hebrides;48;49;50
pacific-northern-territory;Northern Territory;Territory;ANZAC;1;No;;No;Pacific;;;Asia;ANZAC;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""ANZAC""}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;Western Australia;South Australia;Queensland;New Guinea;41;44
pacific-queensland;Queensland;Territory;ANZAC;2;No;;No;Pacific;;;Asia;ANZAC;2;1;;;;1;;;;;;;;;;;1;1;;;"[{""nation"": ""ANZAC"", ""infantry"": 2, ""artillery"": 1, ""fighter"": 1}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;Northern Territory;South Australia;New South Wales (Sydney);New Guinea;46;54
pacific-western-australia;Western Australia;Territory;ANZAC;1;No;;No;Pacific;;;Asia;ANZAC;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""ANZAC""}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;South Australia;Northern Territory;41;42
pacific-south-australia;South Australia;Territory;ANZAC;1;No;;No;Pacific;;;Asia;ANZAC;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""ANZAC""}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;Western Australia;Northern Territory;Queensland;New South Wales (Sydney)
pacific-new-south-wales-sydney;New South Wales (Sydney);Territory;ANZAC;2;Yes;ANZAC;Yes;Pacific;Yes;;Asia;ANZAC;2;;;;2;;;;;;;;;;1;;;1;;;"[{""nation"": ""ANZAC"", ""infantry"": 2, ""aaa"": 2}]";;"{""isCapital"": true, ""type"": ""main"", ""capitalOf"": ""ANZAC""}";none;ANZAC;Queensland;South Australia;54;62
pacific-new-zealand;New Zealand;Territory;ANZAC;2;No;;No;Pacific;;;Asia;ANZAC;1;;;;;2;;;;;;;;;;;1;1;;;"[{""nation"": ""ANZAC"", ""infantry"": 1, ""fighter"": 2}]";;"{""isCapital"": false, ""type"": ""none""}";none;ANZAC;54;55;62
pacific-new-hebrides;New Hebrides;Territory;Dutch;0;No;;No;Pacific;;;Asia;Dutch;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Dutch""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Dutch;53;54
pacific-gilbert-islands;Gilbert Islands;Territory;UK (Pacific);0;No;;No;Pacific;;;Asia;UK (Pacific);;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""UK (Pacific)""}]";;"{""isCapital"": false, ""type"": ""none""}";none;UK (Pacific);30;48
pacific-marshall-islands;Marshall Islands;Territory;Japan;0;No;;No;Pacific;;;Asia;Japan;;;;;;;;;;;;;;;;;;;;;"[{""nation"": ""Japan""}]";;"{""isCapital"": false, ""type"": ""none""}";none;Japan;31;32
